schema_version,run_id,rerun_of,started_at_utc,finished_at_utc,duration_seconds,status,error,run_command,git_commit,git_dirty,source_fingerprint,python_version,sentence_transformers_version,qdrant_client_version,ground_truth_path,ground_truth_sha256,question_count,relevance_label_count,chunks_directory,chunk_count,chunks_fingerprint,manifest_path,manifest_sha256,embedding_model,embedding_dimension,query_prefix,normalized_embeddings,device,qdrant_path,qdrant_collection,retriever_type,reranker_enabled,reranker_model,reranker_batch_size,candidate_k,rrf_k,bm25_k1,bm25_b,top_k_values,precision_at_3,recall_at_3,hit_rate_at_3,mrr_at_3,ndcg_at_3,precision_at_5,recall_at_5,hit_rate_at_5,mrr_at_5,ndcg_at_5,precision_at_10,recall_at_10,hit_rate_at_10,mrr_at_10,ndcg_at_10,metrics_json,details_file
1,eval_20260818T083844334447Z,,2026-08-18T08:38:44.334447+00:00,2026-08-18T08:38:47.190648+00:00,2.856215,success,,conda run -n student_rag python -m src.evaluation.evaluate_retrieval --ground-truth '/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/truth_table/potassium intake trustable.json' --chunks-directory /home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/chunks --manifest-path /home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/embeddings/manifest.json --database-path /home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/qdrant_db --collection-name hypertension_guidelines --top-k 3 5 10 --candidate-k 20 --rrf-k 60 --bm25-k1 1.5 --bm25-b 0.75 --device cpu --output-directory /home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/evaluation,03ff3bd5d3e0e4d06b6d7106a93ddd7aced07d66,True,5ef2e0b6c6b7f214e484b9ff806306448f0edb6ed438759434fc770a0d1e72b7,3.11.15,5.7.0,1.16.1,/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/truth_table/potassium intake trustable.json,8e0a2ef487e43e8566e44a38a9c1cdb856cdda647399bd2cdfb2e95fb5728786,11,31,/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/chunks,653,08df517fad90655860ec561ef4f0aae157ec0b2814b53bd84e60e78eb0715e7e,/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/embeddings/manifest.json,55cc62200f25c45ec69836ed168b36606bdb248881442928db4f996cc466a1b3,intfloat/multilingual-e5-small,384,query: ,True,cpu,/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/qdrant_db,hypertension_guidelines,hybrid_dense_bm25_rrf,,,,20,60,1.5,0.75,"[3,5,10]",0.393939393939394,0.5963203463203463,0.8181818181818182,0.6212121212121212,0.5870666307740514,0.3454545454545455,0.7517316017316017,1.0,0.6621212121212121,0.659763696968172,0.2090909090909091,0.8638528138528138,1.0,0.6621212121212121,0.7070522289658754,"{""3"":{""precision"":0.393939393939394,""recall"":0.5963203463203463,""hit"":0.8181818181818182,""reciprocal_rank"":0.6212121212121212,""ndcg"":0.5870666307740514},""5"":{""precision"":0.3454545454545455,""recall"":0.7517316017316017,""hit"":1.0,""reciprocal_rank"":0.6621212121212121,""ndcg"":0.659763696968172},""10"":{""precision"":0.2090909090909091,""recall"":0.8638528138528138,""hit"":1.0,""reciprocal_rank"":0.6621212121212121,""ndcg"":0.7070522289658754}}",/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/evaluation/evaluation_question_results.csv
1,eval_20260818T083902963130Z,eval_20260818T083844334447Z,2026-08-18T08:39:02.963130+00:00,2026-08-18T08:39:05.695971+00:00,2.732855,success,,conda run -n student_rag python -m src.evaluation.evaluate_retrieval --ground-truth '/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/truth_table/potassium intake trustable.json' --chunks-directory /home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/chunks --manifest-path /home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/embeddings/manifest.json --database-path /home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/qdrant_db --collection-name hypertension_guidelines --top-k 3 5 10 --candidate-k 20 --rrf-k 60 --bm25-k1 1.5 --bm25-b 0.75 --device cpu --output-directory /home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/evaluation,03ff3bd5d3e0e4d06b6d7106a93ddd7aced07d66,True,5ef2e0b6c6b7f214e484b9ff806306448f0edb6ed438759434fc770a0d1e72b7,3.11.15,5.7.0,1.16.1,/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/truth_table/potassium intake trustable.json,8e0a2ef487e43e8566e44a38a9c1cdb856cdda647399bd2cdfb2e95fb5728786,11,31,/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/chunks,653,08df517fad90655860ec561ef4f0aae157ec0b2814b53bd84e60e78eb0715e7e,/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/embeddings/manifest.json,55cc62200f25c45ec69836ed168b36606bdb248881442928db4f996cc466a1b3,intfloat/multilingual-e5-small,384,query: ,True,cpu,/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/qdrant_db,hypertension_guidelines,hybrid_dense_bm25_rrf,,,,20,60,1.5,0.75,"[3,5,10]",0.393939393939394,0.5963203463203463,0.8181818181818182,0.6212121212121212,0.5870666307740514,0.3454545454545455,0.7517316017316017,1.0,0.6621212121212121,0.659763696968172,0.2090909090909091,0.8638528138528138,1.0,0.6621212121212121,0.7070522289658754,"{""3"":{""precision"":0.393939393939394,""recall"":0.5963203463203463,""hit"":0.8181818181818182,""reciprocal_rank"":0.6212121212121212,""ndcg"":0.5870666307740514},""5"":{""precision"":0.3454545454545455,""recall"":0.7517316017316017,""hit"":1.0,""reciprocal_rank"":0.6621212121212121,""ndcg"":0.659763696968172},""10"":{""precision"":0.2090909090909091,""recall"":0.8638528138528138,""hit"":1.0,""reciprocal_rank"":0.6621212121212121,""ndcg"":0.7070522289658754}}",/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/evaluation/evaluation_question_results.csv
1,eval_20260818T090047616681Z,,2026-08-18T09:00:47.616681+00:00,2026-08-18T09:00:50.109533+00:00,2.492862,success,,conda run -n student_rag python -m src.evaluation.evaluate_retrieval --ground-truth '/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/truth_table/potassium intake trustable.json' --chunks-directory /home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/chunks --manifest-path /home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/embeddings/manifest.json --database-path /home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/qdrant_db --collection-name hypertension_guidelines --top-k 3 5 10 --candidate-k 20 --rrf-k 60 --bm25-k1 1.5 --bm25-b 0.75 --device cpu --output-directory /home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/evaluation,03ff3bd5d3e0e4d06b6d7106a93ddd7aced07d66,True,5ef2e0b6c6b7f214e484b9ff806306448f0edb6ed438759434fc770a0d1e72b7,3.11.15,5.7.0,1.16.1,/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/truth_table/potassium intake trustable.json,8e0a2ef487e43e8566e44a38a9c1cdb856cdda647399bd2cdfb2e95fb5728786,11,31,/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/chunks,653,08df517fad90655860ec561ef4f0aae157ec0b2814b53bd84e60e78eb0715e7e,/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/embeddings/manifest.json,55cc62200f25c45ec69836ed168b36606bdb248881442928db4f996cc466a1b3,intfloat/multilingual-e5-small,384,query: ,True,cpu,/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/qdrant_db,hypertension_guidelines,hybrid_dense_bm25_rrf,,,,20,60,1.5,0.75,"[3,5,10]",0.393939393939394,0.5963203463203463,0.8181818181818182,0.6212121212121212,0.5870666307740514,0.3454545454545455,0.7517316017316017,1.0,0.6621212121212121,0.659763696968172,0.2090909090909091,0.8638528138528138,1.0,0.6621212121212121,0.7070522289658754,"{""3"":{""precision"":0.393939393939394,""recall"":0.5963203463203463,""hit"":0.8181818181818182,""reciprocal_rank"":0.6212121212121212,""ndcg"":0.5870666307740514},""5"":{""precision"":0.3454545454545455,""recall"":0.7517316017316017,""hit"":1.0,""reciprocal_rank"":0.6621212121212121,""ndcg"":0.659763696968172},""10"":{""precision"":0.2090909090909091,""recall"":0.8638528138528138,""hit"":1.0,""reciprocal_rank"":0.6621212121212121,""ndcg"":0.7070522289658754}}",/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/evaluation/evaluation_question_results.csv
1,eval_20260818T092943926378Z,,2026-08-18T09:29:43.926378+00:00,2026-08-18T09:29:44.474023+00:00,0.547654,success,,conda run -n student_rag python -m src.evaluation.evaluate_retrieval --ground-truth '/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/truth_table/potassium intake trustable.json' --chunks-directory /home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/chunks --manifest-path /home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/embeddings/manifest.json --database-path /home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/qdrant_db --collection-name hypertension_guidelines --top-k 3 5 10 --candidate-k 20 --rrf-k 60 --bm25-k1 1.5 --bm25-b 0.75 --device cpu --output-directory /home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/evaluation,37fd922733e4ee42f75d3c626405dfe8ea3723d1,True,592a136a22207d3b3d10c8c41d9cb646b972c52fe4c6247262cf56f1d984f8f4,3.11.15,5.7.0,1.16.1,/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/truth_table/potassium intake trustable.json,8e0a2ef487e43e8566e44a38a9c1cdb856cdda647399bd2cdfb2e95fb5728786,11,31,/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/chunks,653,08df517fad90655860ec561ef4f0aae157ec0b2814b53bd84e60e78eb0715e7e,/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/embeddings/manifest.json,bc5e12f28ed69216f839a6cc675205168b993ab99077222b30673827298303ad,Snowflake/snowflake-arctic-embed-s,384,Represent this sentence for searching relevant passages: ,True,cpu,/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/qdrant_db,hypertension_guidelines,hybrid_dense_bm25_rrf,,,,20,60,1.5,0.75,"[3,5,10]",0.45454545454545453,0.6326839826839827,0.9090909090909091,0.7727272727272727,0.6723900355054617,0.3454545454545455,0.7396103896103896,1.0,0.7909090909090909,0.6941425686701521,0.21818181818181825,0.8322510822510821,1.0,0.7909090909090909,0.7379724137285023,"{""3"":{""precision"":0.45454545454545453,""recall"":0.6326839826839827,""hit"":0.9090909090909091,""reciprocal_rank"":0.7727272727272727,""ndcg"":0.6723900355054617},""5"":{""precision"":0.3454545454545455,""recall"":0.7396103896103896,""hit"":1.0,""reciprocal_rank"":0.7909090909090909,""ndcg"":0.6941425686701521},""10"":{""precision"":0.21818181818181825,""recall"":0.8322510822510821,""hit"":1.0,""reciprocal_rank"":0.7909090909090909,""ndcg"":0.7379724137285023}}",/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/evaluation/evaluation_question_results.csv
1,eval_20260818T093112183351Z,,2026-08-18T09:31:12.183351+00:00,2026-08-18T09:31:12.805032+00:00,0.621698,success,,conda run -n student_rag python -m src.evaluation.evaluate_retrieval --ground-truth '/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/truth_table/potassium intake trustable.json' --chunks-directory /home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/chunks --manifest-path /home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/embeddings/manifest.json --database-path /home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/qdrant_db --collection-name hypertension_guidelines --top-k 3 5 10 --candidate-k 20 --rrf-k 60 --bm25-k1 1.5 --bm25-b 0.75 --device cpu --output-directory /home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/evaluation,37fd922733e4ee42f75d3c626405dfe8ea3723d1,True,85583750628764fcfeecf49d56defaf043be07664973d502c0d115f32940fe3d,3.11.15,5.7.0,1.16.1,/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/truth_table/potassium intake trustable.json,8e0a2ef487e43e8566e44a38a9c1cdb856cdda647399bd2cdfb2e95fb5728786,11,31,/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/chunks,653,08df517fad90655860ec561ef4f0aae157ec0b2814b53bd84e60e78eb0715e7e,/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/embeddings/manifest.json,bc5e12f28ed69216f839a6cc675205168b993ab99077222b30673827298303ad,Snowflake/snowflake-arctic-embed-s,384,Represent this sentence for searching relevant passages: ,True,cpu,/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/qdrant_db,hypertension_guidelines,hybrid_dense_bm25_rrf,,,,20,60,1.5,0.75,"[3,5,10]",0.45454545454545453,0.6326839826839827,0.9090909090909091,0.7727272727272727,0.6723900355054617,0.3454545454545455,0.7396103896103896,1.0,0.7909090909090909,0.6941425686701521,0.21818181818181825,0.8322510822510821,1.0,0.7909090909090909,0.7379724137285023,"{""3"":{""precision"":0.45454545454545453,""recall"":0.6326839826839827,""hit"":0.9090909090909091,""reciprocal_rank"":0.7727272727272727,""ndcg"":0.6723900355054617},""5"":{""precision"":0.3454545454545455,""recall"":0.7396103896103896,""hit"":1.0,""reciprocal_rank"":0.7909090909090909,""ndcg"":0.6941425686701521},""10"":{""precision"":0.21818181818181825,""recall"":0.8322510822510821,""hit"":1.0,""reciprocal_rank"":0.7909090909090909,""ndcg"":0.7379724137285023}}",/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/evaluation/evaluation_question_results.csv
1,eval_20260818T100705095769Z,,2026-08-18T10:07:05.095769+00:00,2026-08-18T10:07:06.070553+00:00,0.974798,success,,conda run -n student_rag python -m src.evaluation.evaluate_retrieval --ground-truth '/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/truth_table/potassium intake trustable.json' --chunks-directory /home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/chunks --manifest-path /home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/embeddings/manifest.json --database-path /home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/qdrant_db --collection-name hypertension_guidelines --top-k 5 10 20 --candidate-k 20 --rrf-k 60 --bm25-k1 1.5 --bm25-b 0.75 --device cpu --output-directory /home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/evaluation,37fd922733e4ee42f75d3c626405dfe8ea3723d1,True,a977b2e37d4d23867fcab5b1138070d541d831e92f7dbee48818374d070b4cd1,3.11.15,5.7.0,1.16.1,/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/truth_table/potassium intake trustable.json,f20bfbbd728a7d1d742bdd4a212cda225d9976bb5a1d30df1692469d8aacad48,20,53,/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/chunks,653,08df517fad90655860ec561ef4f0aae157ec0b2814b53bd84e60e78eb0715e7e,/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/embeddings/manifest.json,bc5e12f28ed69216f839a6cc675205168b993ab99077222b30673827298303ad,Snowflake/snowflake-arctic-embed-s,384,Represent this sentence for searching relevant passages: ,True,cpu,/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/qdrant_db,hypertension_guidelines,hybrid_dense_bm25_rrf,,,,20,60,1.5,0.75,"[5,10,20]",,,,,,0.3300000000000001,0.7517857142857143,0.95,0.7766666666666666,0.7052966769078814,0.20500000000000002,0.8327380952380953,0.95,0.7766666666666666,0.7455102881523766,"{""5"":{""precision"":0.3300000000000001,""recall"":0.7517857142857143,""hit"":0.95,""reciprocal_rank"":0.7766666666666666,""ndcg"":0.7052966769078814},""10"":{""precision"":0.20500000000000002,""recall"":0.8327380952380953,""hit"":0.95,""reciprocal_rank"":0.7766666666666666,""ndcg"":0.7455102881523766},""20"":{""precision"":0.11500000000000002,""recall"":0.8845238095238095,""hit"":1.0,""reciprocal_rank"":0.7808333333333334,""ndcg"":0.7674621928548266}}",/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/evaluation/evaluation_question_results.csv
1,eval_20260818T104719715380Z,,2026-08-18T10:47:19.715380+00:00,2026-08-18T10:47:20.716283+00:00,1.000913,success,,conda run -n student_rag python -m src.evaluation.evaluate_retrieval --ground-truth '/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/truth_table/potassium intake trustable.json' --chunks-directory /home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/chunks --manifest-path /home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/embeddings/manifest.json --database-path /home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/qdrant_db --collection-name hypertension_guidelines --top-k 5 10 20 --candidate-k 30 --rrf-k 60 --bm25-k1 1.5 --bm25-b 0.75 --device cpu --output-directory /home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/evaluation,37fd922733e4ee42f75d3c626405dfe8ea3723d1,True,7aa4ab1ffbd946618cc14ece56dd80f48c26879756ddb2131979d6b9a42710ae,3.11.15,5.7.0,1.16.1,/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/truth_table/potassium intake trustable.json,f20bfbbd728a7d1d742bdd4a212cda225d9976bb5a1d30df1692469d8aacad48,20,53,/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/chunks,653,08df517fad90655860ec561ef4f0aae157ec0b2814b53bd84e60e78eb0715e7e,/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/embeddings/manifest.json,bc5e12f28ed69216f839a6cc675205168b993ab99077222b30673827298303ad,Snowflake/snowflake-arctic-embed-s,384,Represent this sentence for searching relevant passages: ,True,cpu,/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/qdrant_db,hypertension_guidelines,hybrid_dense_bm25_rrf,,,,30,60,1.5,0.75,"[5,10,20]",,,,,,0.3200000000000001,0.7267857142857144,0.9,0.7666666666666667,0.6934367912694167,0.21500000000000002,0.8702380952380953,1.0,0.7805555555555556,0.7589174009742319,"{""5"":{""precision"":0.3200000000000001,""recall"":0.7267857142857144,""hit"":0.9,""reciprocal_rank"":0.7666666666666667,""ndcg"":0.6934367912694167},""10"":{""precision"":0.21500000000000002,""recall"":0.8702380952380953,""hit"":1.0,""reciprocal_rank"":0.7805555555555556,""ndcg"":0.7589174009742319},""20"":{""precision"":0.12,""recall"":0.9261904761904762,""hit"":1.0,""reciprocal_rank"":0.7805555555555556,""ndcg"":0.782291150545958}}",/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/evaluation/evaluation_question_results.csv
1,eval_20260818T105423831848Z,,2026-08-18T10:54:23.831848+00:00,2026-08-18T10:54:24.478712+00:00,0.646871,success,,conda run -n student_rag python -m src.evaluation.evaluate_retrieval --ground-truth '/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/truth_table/potassium intake trustable.json' --chunks-directory /home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/chunks --manifest-path /home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/embeddings/manifest.json --database-path /home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/qdrant_db --collection-name hypertension_guidelines --top-k 3 5 10 --candidate-k 25 --rrf-k 60 --bm25-k1 1.5 --bm25-b 0.75 --device cpu --output-directory /home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/evaluation,37fd922733e4ee42f75d3c626405dfe8ea3723d1,True,5a2c2ba79436b0ae5c1c34ed1e8cb50e326d125b4619a0051af3a3fc42b7c7ee,3.11.15,5.7.0,1.16.1,/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/truth_table/potassium intake trustable.json,f20bfbbd728a7d1d742bdd4a212cda225d9976bb5a1d30df1692469d8aacad48,20,53,/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/chunks,653,08df517fad90655860ec561ef4f0aae157ec0b2814b53bd84e60e78eb0715e7e,/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/embeddings/manifest.json,bc5e12f28ed69216f839a6cc675205168b993ab99077222b30673827298303ad,Snowflake/snowflake-arctic-embed-s,384,Represent this sentence for searching relevant passages: ,True,cpu,/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/qdrant_db,hypertension_guidelines,hybrid_dense_bm25_rrf,,,,25,60,1.5,0.75,"[3,5,10]",0.4666666666666668,0.6829761904761904,0.9,0.7666666666666667,0.6932784558291416,0.3200000000000001,0.7267857142857144,0.9,0.7666666666666667,0.6934367912694167,0.21500000000000002,0.8619047619047618,1.0,0.7805555555555556,0.756809913938031,"{""3"":{""precision"":0.4666666666666668,""recall"":0.6829761904761904,""hit"":0.9,""reciprocal_rank"":0.7666666666666667,""ndcg"":0.6932784558291416},""5"":{""precision"":0.3200000000000001,""recall"":0.7267857142857144,""hit"":0.9,""reciprocal_rank"":0.7666666666666667,""ndcg"":0.6934367912694167},""10"":{""precision"":0.21500000000000002,""recall"":0.8619047619047618,""hit"":1.0,""reciprocal_rank"":0.7805555555555556,""ndcg"":0.756809913938031}}",/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/evaluation/evaluation_question_results.csv
1,eval_20260818T110227045376Z,,2026-08-18T11:02:27.045376+00:00,2026-08-18T11:02:27.744311+00:00,0.698945,success,,conda run -n student_rag python -m src.evaluation.evaluate_retrieval --ground-truth '/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/truth_table/potassium intake trustable.json' --chunks-directory /home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/chunks --manifest-path /home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/embeddings/manifest.json --database-path /home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/qdrant_db --collection-name hypertension_guidelines --top-k 5 10 20 --candidate-k 25 --rrf-k 60 --bm25-k1 1.5 --bm25-b 0.75 --device cpu --output-directory /home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/evaluation,37fd922733e4ee42f75d3c626405dfe8ea3723d1,True,311f25e21859ec94c941b565fe337dba22f2f976e2b28a787003e8b11e44fd91,3.11.15,5.7.0,1.16.1,/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/truth_table/potassium intake trustable.json,f20bfbbd728a7d1d742bdd4a212cda225d9976bb5a1d30df1692469d8aacad48,20,53,/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/chunks,653,08df517fad90655860ec561ef4f0aae157ec0b2814b53bd84e60e78eb0715e7e,/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/embeddings/manifest.json,bc5e12f28ed69216f839a6cc675205168b993ab99077222b30673827298303ad,Snowflake/snowflake-arctic-embed-s,384,Represent this sentence for searching relevant passages: ,True,cpu,/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/qdrant_db,hypertension_guidelines,hybrid_dense_bm25_rrf,,,,25,60,1.5,0.75,"[5,10,20]",,,,,,0.3200000000000001,0.7267857142857144,0.9,0.7666666666666667,0.6934367912694167,0.21500000000000002,0.8619047619047618,1.0,0.7805555555555556,0.756809913938031,"{""5"":{""precision"":0.3200000000000001,""recall"":0.7267857142857144,""hit"":0.9,""reciprocal_rank"":0.7666666666666667,""ndcg"":0.6934367912694167},""10"":{""precision"":0.21500000000000002,""recall"":0.8619047619047618,""hit"":1.0,""reciprocal_rank"":0.7805555555555556,""ndcg"":0.756809913938031},""20"":{""precision"":0.11750000000000001,""recall"":0.9011904761904763,""hit"":1.0,""reciprocal_rank"":0.7805555555555556,""ndcg"":0.7737177008787512}}",/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/evaluation/evaluation_question_results.csv
2,eval_20260818T113229654702Z,,2026-08-18T11:32:29.654702+00:00,2026-08-18T11:32:52.649657+00:00,22.994966,success,,conda run -n student_rag python -m src.evaluation.evaluate_retrieval --ground-truth '/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/truth_table/potassium intake trustable.json' --chunks-directory /home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/chunks --manifest-path /home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/embeddings/manifest.json --database-path /home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/qdrant_db --collection-name hypertension_guidelines --top-k 5 10 20 --candidate-k 25 --rrf-k 60 --bm25-k1 1.5 --bm25-b 0.75 --reranker-model cross-encoder/ms-marco-MiniLM-L6-v2 --reranker-batch-size 16 --device cpu --output-directory /home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/evaluation,fe6de9d0481f738d56c56342e731ed33db3c2680,True,c5988e1221244d87b139a81b8649f41e8644bded0735a566dd3f321425e04d4a,3.11.15,5.7.0,1.16.1,/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/truth_table/potassium intake trustable.json,f20bfbbd728a7d1d742bdd4a212cda225d9976bb5a1d30df1692469d8aacad48,20,53,/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/chunks,653,08df517fad90655860ec561ef4f0aae157ec0b2814b53bd84e60e78eb0715e7e,/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/embeddings/manifest.json,bc5e12f28ed69216f839a6cc675205168b993ab99077222b30673827298303ad,Snowflake/snowflake-arctic-embed-s,384,Represent this sentence for searching relevant passages: ,True,cpu,/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/qdrant_db,hypertension_guidelines,hybrid_dense_bm25_rrf_cross_encoder,True,cross-encoder/ms-marco-MiniLM-L6-v2,16,25,60,1.5,0.75,"[5,10,20]",,,,,,0.34000000000000014,0.7559523809523809,0.9,0.8166666666666667,0.7389248852200403,0.20500000000000002,0.8472619047619048,1.0,0.8300595238095237,0.7792853340362936,"{""5"":{""precision"":0.34000000000000014,""recall"":0.7559523809523809,""hit"":0.9,""reciprocal_rank"":0.8166666666666667,""ndcg"":0.7389248852200403},""10"":{""precision"":0.20500000000000002,""recall"":0.8472619047619048,""hit"":1.0,""reciprocal_rank"":0.8300595238095237,""ndcg"":0.7792853340362936},""20"":{""precision"":0.11750000000000001,""recall"":0.9244047619047618,""hit"":1.0,""reciprocal_rank"":0.8300595238095237,""ndcg"":0.809130031184155}}",/home/saad-naeem/Projects/Plod_presure_Hackathon/artifacts/evaluation/evaluation_question_results.csv
